numero_processo,dias_desde_ajuizamento,ano_ajuizamento,mes_ajuizamento,trimestre_ajuizamento,dia_semana_ajuizamento,grau,classe_categoria,tipo_vara,municipio_fortaleza,sistema,formato,qtd_assuntos,tem_medicamento,tem_tutela_urgencia,tem_obrigacao_fazer,tem_dano_moral,area_saude,assunto_principal,qtd_movimentos,velocidade_movimentos,movimentos_recentes,tipo_distribuicao,complexidade_score,tem_recurso,sexo_juiz,sexo_requerente,sentenca_favoravel,status
02870039520228060001,649,2022,11,4,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,49,0.0755,0,Desconhecido,98,0,F,M,True,sucesso
02008290520228060124,649,2022,11,4,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,53,0.0817,0,Desconhecido,53,0,M,F,False,sucesso
02004089820228060161,1070,2022,11,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,65,0.0607,0,Desconhecido,65,0,Indefinido,F,False,sucesso
02864071420228060001,1037,2022,11,4,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,86,0.0829,0,Desconhecido,86,0,Indefinido,F,True,sucesso
02005542320228060038,916,2022,11,4,1,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,3,1,0,1,0,1,Fornecimento de insumos,65,0.071,0,Desconhecido,195,0,M,M,False,sucesso
02017152620228060052,651,2022,11,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,59,0.0906,0,Desconhecido,118,0,F,F,True,sucesso
02011073720228060049,651,2022,11,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,37,0.0568,0,Desconhecido,74,0,M,F,True,sucesso
02015616220228060034,1071,2022,11,4,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,82,0.0766,0,Desconhecido,82,0,F,M,True,sucesso
02018867320228060119,1013,2022,11,4,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,45,0.0444,0,Desconhecido,45,0,F,F,True,sucesso
02026623020228060101,1013,2022,11,4,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,37,0.0365,0,Desconhecido,37,0,M,F,True,sucesso
02014401620228060137,652,2022,11,4,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0598,0,Desconhecido,39,0,F,F,True,sucesso
02026528320228060101,1015,2022,11,4,5,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,82,0.0808,0,Desconhecido,82,0,F,M,True,sucesso
02010634820228060136,764,2022,11,4,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,38,0.0497,0,Desconhecido,38,0,Indefinido,M,True,sucesso
02004102820228060045,655,2022,11,4,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.0748,0,Desconhecido,49,0,M,F,False,sucesso
02014271720228060137,656,2022,11,4,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,45,0.0686,0,Desconhecido,45,0,F,F,True,sucesso
02847729520228060001,1019,2022,11,4,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,77,0.0756,0,sorteio,77,0,M,F,True,sucesso
02004050620228060045,658,2022,11,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,51,0.0775,0,Desconhecido,51,0,M,F,False,sucesso
02009257120228060107,658,2022,11,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,38,0.0578,0,Desconhecido,38,0,Indefinido,Indefinido,True,sucesso
02018633020228060119,1080,2022,10,4,5,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,69,0.0639,0,Desconhecido,69,0,F,F,True,sucesso
02007831620228060124,691,2022,10,4,4,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,69,0.0999,0,Desconhecido,138,0,M,M,True,sucesso
02007614220228060096,1049,2022,10,4,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Tutela de Urgência,65,0.062,0,Desconhecido,130,0,M,F,True,sucesso
02003947420228060045,664,2022,10,4,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,57,0.0858,0,Desconhecido,57,0,M,F,False,sucesso
02640330420228060001,775,2022,10,4,0,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,144,0.1858,0,Desconhecido,288,1,F,M,True,sucesso
02003903720228060045,698,2022,10,4,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,62,0.0888,0,Desconhecido,62,0,M,M,False,sucesso
02812730620228060001,1033,2022,10,4,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,112,0.1084,0,Desconhecido,112,0,M,F,False,sucesso
02651953420228060001,673,2022,10,4,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de medicamentos,55,0.0817,0,Desconhecido,165,1,F,M,True,sucesso
02000234020228060036,677,2022,10,4,3,G2,Outros,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,41,0.0606,0,Desconhecido,82,0,F,M,True,sucesso
02007057020228060108,1047,2022,10,4,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.0344,0,Desconhecido,36,0,M,F,False,sucesso
02006635020228060066,691,2022,9,3,3,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,42,0.0608,0,Desconhecido,42,0,M,M,False,sucesso
02765608520228060001,691,2022,9,3,3,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de insumos,58,0.0839,0,Desconhecido,116,0,M,F,True,sucesso
02052592120228060117,702,2022,9,3,3,G1,Procedimento Comum Cível,Infância_Juventude,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,52,0.0741,0,Desconhecido,52,0,M,F,True,sucesso
02014386120228060035,1111,2022,9,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,79,0.0711,0,Desconhecido,79,0,M,F,True,sucesso
02009982320228060049,1053,2022,9,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,45,0.0427,0,Desconhecido,45,0,M,F,True,sucesso
02052376020228060117,986,2022,9,3,2,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,58,0.0588,0,Desconhecido,58,0,M,Indefinido,True,sucesso
02760853220228060001,692,2022,9,3,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,43,0.0621,0,Desconhecido,43,0,M,F,True,sucesso
02016104220228060119,920,2022,9,3,1,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.0761,0,Desconhecido,70,0,F,M,True,sucesso
02755743420228060001,706,2022,9,3,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,54,0.0765,0,Desconhecido,54,0,M,F,False,sucesso
02013004820228060115,1113,2022,9,3,0,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.0566,0,Desconhecido,63,0,M,M,True,sucesso
02011330920228060090,1113,2022,9,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,60,0.0539,0,Desconhecido,60,0,M,F,True,sucesso
02754565820228060001,1055,2022,9,3,0,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,165,0.1564,0,Desconhecido,165,0,M,M,True,sucesso
02031516020228060071,744,2022,9,3,0,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,118,0.1586,0,Desconhecido,118,0,Indefinido,F,True,sucesso
02004372320228060041,988,2022,9,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,109,0.1103,0,Desconhecido,109,0,M,M,False,sucesso
02009510620228060128,1019,2022,9,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,67,0.0658,0,Desconhecido,67,0,M,F,False,sucesso
02010299820228060160,694,2022,9,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,76,0.1095,0,Desconhecido,152,0,Indefinido,M,True,sucesso
02063489420228060112,694,2022,9,3,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,2,1,0,0,0,1,Plano de Saúde ,45,0.0648,0,Desconhecido,90,0,M,F,False,sucesso
02750538920228060001,706,2022,9,3,6,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.0411,0,Desconhecido,29,0,F,F,True,sucesso
02023430920228060151,1116,2022,9,3,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,77,0.069,0,Desconhecido,154,0,M,M,True,sucesso
00531552220218060071,1116,2022,9,3,4,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,101,0.0905,0,Desconhecido,101,1,Indefinido,Indefinido,True,sucesso
02745974220228060001,697,2022,9,3,4,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,38,0.0545,0,sorteio manual,38,0,F,F,True,sucesso
02749091820228060001,708,2022,9,3,4,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,69,0.0975,0,Desconhecido,69,0,F,F,True,sucesso
02062735520228060112,1059,2022,9,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,51,0.0482,0,Desconhecido,102,0,M,F,False,sucesso
02743047220228060001,992,2022,9,3,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,93,0.0938,0,sorteio,93,0,M,F,True,sucesso
02745169320228060001,698,2022,9,3,3,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,43,0.0616,0,Desconhecido,43,0,M,F,True,sucesso
02708181620218060001,962,2022,9,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.0457,0,Desconhecido,44,1,M,F,True,sucesso
02014414720228060154,699,2022,9,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,26,0.0372,0,Desconhecido,26,0,M,Indefinido,True,sucesso
02739366320228060001,710,2022,9,3,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.0408,0,Desconhecido,29,0,F,F,True,sucesso
02010461620228060070,880,2022,9,3,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,48,0.0545,0,Desconhecido,96,0,M,F,False,sucesso
02721862620228060001,1030,2022,9,3,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,83,0.0806,0,Desconhecido,83,0,F,M,False,sucesso
02006861620228060124,707,2022,9,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,46,0.0651,0,Desconhecido,46,0,M,F,False,sucesso
02017268020228060173,1069,2022,9,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,60,0.0561,0,Desconhecido,60,0,M,F,False,sucesso
02006692020228060143,722,2022,8,3,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,45,0.0623,0,Desconhecido,45,0,Indefinido,F,False,sucesso
02003107320228060045,724,2022,8,3,5,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.0967,0,Desconhecido,70,0,M,M,False,sucesso
02662017620228060001,727,2022,8,3,2,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,68,0.0935,0,sorteio manual,68,0,M,F,False,sucesso
02013306320228060154,1089,2022,8,3,1,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,138,0.1267,0,Desconhecido,138,0,M,F,False,sucesso
02656300820228060001,869,2022,8,3,1,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,100,0.1151,0,Desconhecido,100,0,F,M,False,sucesso
02046854220228060167,728,2022,8,3,1,G1,Procedimento Comum Cível,Infância_Juventude,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,62,0.0852,0,Desconhecido,62,0,M,Indefinido,True,sucesso
02657029220228060001,728,2022,8,3,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,87,0.1195,0,Desconhecido,87,0,F,F,True,sucesso
02657808620228060001,728,2022,8,3,1,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,64,0.0879,0,Desconhecido,64,0,Indefinido,F,False,sucesso
02013939620228060119,1090,2022,8,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,73,0.067,0,Desconhecido,73,0,F,F,True,sucesso
02654508920228060001,1090,2022,8,3,0,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,217,0.1991,0,sorteio,434,0,F,M,True,sucesso
02651953420228060001,807,2022,8,3,0,G1,Cumprimento de sentença,Infância_Juventude,1,SAJ,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,101,0.1252,0,Desconhecido,202,0,F,M,True,sucesso
02654508920228060001,905,2022,8,3,0,G1,Cumprimento de sentença,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,203,0.2243,0,Desconhecido,406,0,F,M,True,sucesso
02647589020228060001,732,2022,8,3,4,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,76,0.1038,0,Desconhecido,76,0,M,F,True,sucesso
02647952020228060001,732,2022,8,3,4,G1,Procedimento do Juizado Especial Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0533,0,Desconhecido,39,0,Indefinido,F,True,dados_incompletos
02002458120228060044,733,2022,8,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,51,0.0696,0,Desconhecido,102,0,F,F,True,sucesso
02638823820228060001,1120,2022,8,3,2,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,3,1,1,0,0,1,Tutela de Urgência,293,0.2616,0,Desconhecido,879,0,Indefinido,F,True,sucesso
02011589020228060035,934,2022,8,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,56,0.06,0,Desconhecido,56,0,M,M,True,sucesso
02006492920228060143,734,2022,8,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,39,0.0531,0,Desconhecido,78,0,Indefinido,F,False,sucesso
02639481820228060001,745,2022,8,3,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,81,0.1087,0,Desconhecido,81,0,F,M,True,sucesso
02640330420228060001,745,2022,8,3,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,43,0.0577,0,Desconhecido,43,0,F,M,True,sucesso
02010781420228060137,735,2022,8,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,33,0.0449,0,Desconhecido,33,0,F,F,True,sucesso
02048267920228060064,735,2022,8,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,24,0.0327,0,Desconhecido,24,0,M,F,True,sucesso
02635966020228060001,746,2022,8,3,1,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,89,0.1193,0,Desconhecido,89,0,F,M,True,sucesso
02005281020228060140,1155,2022,8,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,63,0.0545,0,Desconhecido,63,0,M,F,True,sucesso
02633099720228060001,736,2022,8,3,0,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,68,0.0924,0,Desconhecido,136,0,F,F,False,sucesso
02008619620228060160,736,2022,8,3,0,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,56,0.0761,0,Desconhecido,56,0,Indefinido,F,True,sucesso
02053806420228060112,747,2022,8,3,0,G1,Procedimento Comum Cível,Infância_Juventude,0,SAJ,Eletrônico,3,1,1,0,0,1,Fornecimento de medicamentos,79,0.1058,0,Desconhecido,237,0,Indefinido,F,True,sucesso
02004910220228060069,848,2022,8,3,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,46,0.0542,0,Desconhecido,46,0,M,M,False,sucesso
02621017820228060001,752,2022,8,3,2,G1,Procedimento do Juizado Especial Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,79,0.1051,0,sorteio,79,0,Indefinido,Indefinido,False,dados_incompletos
02595632720228060001,750,2022,8,3,0,G1,Procedimento do Juizado Especial Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,64,0.0853,0,Desconhecido,64,0,Indefinido,F,False,dados_incompletos
02007911820228060051,764,2022,7,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,51,0.0668,0,Desconhecido,51,0,F,F,True,sucesso
02486051620218060001,764,2022,7,3,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,30,0.0393,0,Desconhecido,30,1,M,F,True,sucesso
02007622920228060160,1127,2022,7,3,5,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,23,0.0204,0,Desconhecido,23,0,F,M,True,sucesso
02006444220228060099,1128,2022,7,3,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,53,0.047,0,Desconhecido,53,0,M,F,True,sucesso
02003678520228060047,1129,2022,7,3,3,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,187,0.1656,0,Desconhecido,374,0,M,M,True,sucesso
02011391820228060154,1129,2022,7,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,55,0.0487,0,Desconhecido,55,0,M,F,True,sucesso
02006673320228060181,768,2022,7,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,32,0.0417,0,Desconhecido,64,0,Indefinido,M,False,sucesso
02006578620228060181,1130,2022,7,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0345,0,Desconhecido,39,0,Indefinido,Indefinido,True,sucesso
02005216620228060124,769,2022,7,3,2,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,87,0.1131,0,Desconhecido,174,0,M,M,True,sucesso
02543478520228060001,769,2022,7,3,2,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,57,0.0741,0,Desconhecido,57,0,F,F,True,sucesso
02542456320228060001,780,2022,7,3,2,G1,Procedimento Comum Cível,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,35,0.0449,0,Desconhecido,35,0,F,M,True,sucesso
02005800820228060107,1189,2022,7,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,64,0.0538,0,Desconhecido,128,0,Indefinido,M,True,sucesso
02013647820228060173,1190,2022,7,3,0,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,76,0.0639,0,Desconhecido,152,0,M,F,False,sucesso
02008974420228060062,1132,2022,7,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,44,0.0389,0,Desconhecido,88,0,M,M,True,sucesso
02532963920228060001,771,2022,7,3,0,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,39,0.0506,0,Desconhecido,39,0,F,M,True,sucesso
02011557720228060119,771,2022,7,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,36,0.0467,0,Desconhecido,72,0,F,Indefinido,True,sucesso
02038362620228060117,1160,2022,7,3,4,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,79,0.0681,0,Desconhecido,79,0,F,F,True,sucesso
02005078220228060124,1135,2022,7,3,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,54,0.0476,0,Desconhecido,108,0,M,M,True,sucesso
02005086720228060124,915,2022,7,3,4,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,92,0.1005,0,Desconhecido,184,0,M,F,True,sucesso
02007423820228060160,1136,2022,7,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,125,0.11,0,Desconhecido,125,0,F,M,True,sucesso
02007371620228060160,1136,2022,7,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,75,0.066,0,Desconhecido,75,0,Indefinido,F,True,sucesso
02523004120228060001,1136,2022,7,3,3,G1,Outros,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,155,0.1364,0,Desconhecido,155,0,F,F,True,sucesso
02005307620228060108,1162,2022,7,3,2,G1,Cumprimento de Sentença contra a Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,54,0.0465,0,Desconhecido,108,0,M,M,True,sucesso
02005194720228060108,807,2022,7,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,47,0.0582,0,Desconhecido,94,0,M,F,False,sucesso
01400021420198060001,791,2022,6,2,1,G2,Apelação Cível,Presidencia,0,SAJ,Eletrônico,3,1,0,0,0,1,Multa Cominatória / Astreintes,74,0.0936,0,Desconhecido,222,1,M,F,True,sucesso
02002128820228060045,792,2022,6,2,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,70,0.0884,0,Desconhecido,70,0,M,M,False,sucesso
00512645020218060043,802,2022,6,2,4,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,32,0.0399,0,Desconhecido,32,1,M,F,True,sucesso
02397467420228060001,819,2022,5,2,1,G1,Procedimento Comum Cível,Outros,1,SAJ,Eletrônico,4,1,0,1,1,1,Tutela de Urgência,54,0.0659,0,Desconhecido,216,0,M,F,False,sucesso
02008188820228060119,1213,2022,5,2,0,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,61,0.0503,0,Desconhecido,61,0,F,F,True,sucesso
02369744120228060001,827,2022,5,2,0,G1,Outros,Infância_Juventude,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.0593,0,Desconhecido,49,0,F,M,True,sucesso
02007521120228060119,1192,2022,5,2,3,G1,Cumprimento de sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,81,0.068,0,Desconhecido,81,0,F,F,True,sucesso
02006626120228060035,1192,2022,5,2,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,40,0.0336,0,Desconhecido,80,0,M,F,True,sucesso
02006887520228060062,1193,2022,5,2,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,85,0.0712,0,Desconhecido,170,0,M,F,True,sucesso
02027095320228060117,832,2022,5,2,2,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.0337,0,Desconhecido,28,0,F,F,True,sucesso
02014003820228060071,834,2022,5,2,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,85,0.1019,0,Desconhecido,170,0,Indefinido,F,True,sucesso
